willis goldsmith,0.6976981351981353,Word,Year,Filename
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2646.wav
michael dreeben,Non,GOVERNMENT,2003,2003_GOVERNMENT1346.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2647.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2648.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2649.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE819.wav
michael dreeben,Non,GOVERNMENT,2003,2003_GOVERNMENT1347.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2650.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2651.wav
michael dreeben,Non,GOVERNMENT,2003,2003_GOVERNMENT1348.wav
michael dreeben,Non,GOVERNMENT,2003,2003_GOVERNMENT1349.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2652.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE820.wav
michael dreeben,Non,ISSUE,2003,2003_ISSUE1222.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2653.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE821.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2654.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE822.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2655.wav
michael dreeben,Non,GOVERNMENT,2003,2003_GOVERNMENT1350.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE823.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2656.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE824.wav
michael dreeben,Non,ISSUE,2003,2003_ISSUE1223.wav
michael dreeben,Non,ISSUE,2003,2003_ISSUE1224.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE825.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE826.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2657.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2658.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE827.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2659.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2660.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE828.wav
michael dreeben,Non,GOVERNMENT,2003,2003_GOVERNMENT1351.wav
michael dreeben,Non,GOVERNMENT,2003,2003_GOVERNMENT1352.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2661.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2662.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2663.wav
michael dreeben,Non,ISSUE,2003,2003_ISSUE1225.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2664.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2665.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE829.wav
michael dreeben,Non,ISSUE,2003,2003_ISSUE1226.wav
michael dreeben,Non,ARGUMENT,2003,2003_ARGUMENT1108.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2666.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE830.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2667.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2668.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE831.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE832.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE833.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE834.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2669.wav
michael dreeben,Non,ISSUE,2003,2003_ISSUE1227.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE835.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2670.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE836.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE837.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2671.wav
michael dreeben,Non,GOVERNMENT,2003,2003_GOVERNMENT1353.wav
michael dreeben,Non,FEDERAL,2003,2003_FEDERAL2289.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2672.wav
michael dreeben,Non,FEDERAL,2003,2003_FEDERAL2290.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE838.wav
michael dreeben,Non,EVIDENCE,2003,2003_EVIDENCE839.wav
michael dreeben,Non,JUSTICE,2003,2003_JUSTICE2673.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1109.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1110.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1111.wav
david souter,Non,EVIDENCE,2003,2003_EVIDENCE840.wav
david souter,Non,JUSTICE,2003,2003_JUSTICE2674.wav
david souter,Non,EVIDENCE,2003,2003_EVIDENCE841.wav
david souter,Non,EVIDENCE,2003,2003_EVIDENCE842.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1112.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1113.wav
antonin scalia,Non,CONGRESS,2003,2003_CONGRESS1809.wav
antonin scalia,Non,ARGUMENT,2003,2003_ARGUMENT1114.wav
antonin scalia,Non,ISSUE,2003,2003_ISSUE1228.wav
john stevens,0.28797816531883524,JUSTICE,2003,2003_JUSTICE2675.wav
john stevens,0.28797816531883524,GOVERNMENT,2003,2003_GOVERNMENT1354.wav
john stevens,0.28797816531883524,ARGUMENT,2003,2003_ARGUMENT1115.wav
john stevens,0.28797816531883524,ARGUMENT,2003,2003_ARGUMENT1116.wav
john stevens,0.28797816531883524,FEDERAL,2003,2003_FEDERAL2291.wav
john stevens,0.28797816531883524,EVIDENCE,2003,2003_EVIDENCE843.wav
john stevens,0.28797816531883524,FEDERAL,2003,2003_FEDERAL2292.wav
john stevens,0.28797816531883524,FEDERAL,2003,2003_FEDERAL2293.wav
jill wichlens,Non,JUSTICE,2003,2003_JUSTICE2676.wav
jill wichlens,Non,ARGUMENT,2003,2003_ARGUMENT1117.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2104.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE844.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE845.wav
jill wichlens,Non,GOVERNMENT,2003,2003_GOVERNMENT1355.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2105.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2106.wav
jill wichlens,Non,JUSTICE,2003,2003_JUSTICE2677.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE846.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2107.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE847.wav
jill wichlens,Non,ARGUMENT,2003,2003_ARGUMENT1118.wav
jill wichlens,Non,ARGUMENT,2003,2003_ARGUMENT1119.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE848.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE849.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2108.wav
jill wichlens,Non,JUSTICE,2003,2003_JUSTICE2678.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2109.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2110.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2111.wav
jill wichlens,Non,JUSTICE,2003,2003_JUSTICE2679.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2112.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2113.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2114.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2115.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2116.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2117.wav
jill wichlens,Non,JUSTICE,2003,2003_JUSTICE2680.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE850.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2118.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2119.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE851.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2120.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2121.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2122.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2123.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE852.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2124.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2125.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE853.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE854.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2126.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2127.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE855.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE856.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE857.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2128.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE858.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE859.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE860.wav
jill wichlens,Non,ISSUE,2003,2003_ISSUE1229.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2129.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2130.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2131.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2132.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2133.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE861.wav
jill wichlens,Non,GOVERNMENT,2003,2003_GOVERNMENT1356.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE862.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2134.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2135.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE863.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2136.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2137.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE864.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE865.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE866.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE867.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE868.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2138.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2139.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2140.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2141.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE869.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE870.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2142.wav
jill wichlens,Non,HONOR,2003,2003_HONOR2143.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE871.wav
jill wichlens,Non,EVIDENCE,2003,2003_EVIDENCE872.wav
anthony kennedy,Non,EVIDENCE,2003,2003_EVIDENCE873.wav
anthony kennedy,Non,ARGUMENT,2003,2003_ARGUMENT1120.wav
anthony kennedy,Non,EVIDENCE,2003,2003_EVIDENCE874.wav
anthony kennedy,Non,EVIDENCE,2003,2003_EVIDENCE875.wav
anthony kennedy,Non,EVIDENCE,2003,2003_EVIDENCE876.wav
ruth ginsburg,Non,EVIDENCE,2003,2003_EVIDENCE877.wav
ruth ginsburg,Non,EVIDENCE,2003,2003_EVIDENCE878.wav
ruth ginsburg,Non,EVIDENCE,2003,2003_EVIDENCE879.wav
ruth ginsburg,Non,JUSTICE,2003,2003_JUSTICE2681.wav
ruth ginsburg,Non,ARGUMENT,2003,2003_ARGUMENT1121.wav
ruth ginsburg,Non,FEDERAL,2003,2003_FEDERAL2294.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE880.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE881.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE882.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE883.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE884.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE885.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE886.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE887.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE888.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE889.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE890.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE891.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE892.wav
stephen breyer,Non,EVIDENCE,2003,2003_EVIDENCE893.wav
william rehnquist,Non,ARGUMENT,2003,2003_ARGUMENT1122.wav
william rehnquist,Non,JUSTICE,2003,2003_JUSTICE2682.wav
william rehnquist,Non,EVIDENCE,2003,2003_EVIDENCE894.wav
william rehnquist,Non,EVIDENCE,2003,2003_EVIDENCE895.wav
william rehnquist,Non,EVIDENCE,2003,2003_EVIDENCE896.wav
william rehnquist,Non,EVIDENCE,2003,2003_EVIDENCE897.wav
michael newdow,Non,JUSTICE,2003,2003_JUSTICE2683.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1357.wav
michael newdow,Non,HONOR,2003,2003_HONOR2144.wav
michael newdow,Non,JUSTICE,2003,2003_JUSTICE2684.wav
michael newdow,Non,CONGRESS,2003,2003_CONGRESS1810.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1358.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1359.wav
michael newdow,Non,ISSUE,2003,2003_ISSUE1230.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1360.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1361.wav
michael newdow,Non,ISSUE,2003,2003_ISSUE1231.wav
michael newdow,Non,ISSUE,2003,2003_ISSUE1232.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1362.wav
michael newdow,Non,CONGRESS,2003,2003_CONGRESS1811.wav
michael newdow,Non,CONGRESS,2003,2003_CONGRESS1812.wav
michael newdow,Non,ISSUE,2003,2003_ISSUE1233.wav
michael newdow,Non,ARGUMENT,2003,2003_ARGUMENT1123.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1363.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1364.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1365.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1366.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1367.wav
michael newdow,Non,CONGRESS,2003,2003_CONGRESS1813.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1368.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1369.wav
michael newdow,Non,ARGUMENT,2003,2003_ARGUMENT1124.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1370.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1371.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1372.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1373.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1374.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1375.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1376.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1377.wav
michael newdow,Non,CONGRESS,2003,2003_CONGRESS1814.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1378.wav
michael newdow,Non,JUSTICE,2003,2003_JUSTICE2685.wav
michael newdow,Non,CONGRESS,2003,2003_CONGRESS1815.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1379.wav
michael newdow,Non,CONGRESS,2003,2003_CONGRESS1816.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1380.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1381.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1382.wav
michael newdow,Non,GOVERNMENT,2003,2003_GOVERNMENT1383.wav
michael newdow,Non,CONGRESS,2003,2003_CONGRESS1817.wav
michael newdow,Non,ARGUMENT,2003,2003_ARGUMENT1125.wav
michael newdow,Non,ISSUE,2003,2003_ISSUE1234.wav
michael newdow,Non,JUSTICE,2003,2003_JUSTICE2686.wav
sandra oconnor,Non,ISSUE,2003,2003_ISSUE1235.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1126.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1127.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1128.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1129.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1130.wav
david souter,Non,GOVERNMENT,2003,2003_GOVERNMENT1384.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1131.wav
david souter,Non,GOVERNMENT,2003,2003_GOVERNMENT1385.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1132.wav
theodore olson,0.9901960784313726,JUSTICE,2003,2003_JUSTICE2687.wav
theodore olson,0.9901960784313726,FEDERAL,2003,2003_FEDERAL2295.wav
theodore olson,0.9901960784313726,JUSTICE,2003,2003_JUSTICE2688.wav
theodore olson,0.9901960784313726,JUSTICE,2003,2003_JUSTICE2689.wav
theodore olson,0.9901960784313726,FEDERAL,2003,2003_FEDERAL2296.wav
theodore olson,0.9901960784313726,JUSTICE,2003,2003_JUSTICE2690.wav
theodore olson,0.9901960784313726,JUSTICE,2003,2003_JUSTICE2691.wav
theodore olson,0.9901960784313726,JUSTICE,2003,2003_JUSTICE2692.wav
theodore olson,0.9901960784313726,ISSUE,2003,2003_ISSUE1236.wav
theodore olson,0.9901960784313726,JUSTICE,2003,2003_JUSTICE2693.wav
theodore olson,0.9901960784313726,GOVERNMENT,2003,2003_GOVERNMENT1386.wav
theodore olson,0.9901960784313726,JUSTICE,2003,2003_JUSTICE2694.wav
theodore olson,0.9901960784313726,CONGRESS,2003,2003_CONGRESS1818.wav
theodore olson,0.9901960784313726,ISSUE,2003,2003_ISSUE1237.wav
theodore olson,0.9901960784313726,CONGRESS,2003,2003_CONGRESS1819.wav
theodore olson,0.9901960784313726,JUSTICE,2003,2003_JUSTICE2695.wav
terence cassidy,Non,JUSTICE,2003,2003_JUSTICE2696.wav
terence cassidy,Non,GOVERNMENT,2003,2003_GOVERNMENT1387.wav
terence cassidy,Non,ISSUE,2003,2003_ISSUE1238.wav
terence cassidy,Non,FEDERAL,2003,2003_FEDERAL2297.wav
terence cassidy,Non,HONOR,2003,2003_HONOR2145.wav
terence cassidy,Non,JUSTICE,2003,2003_JUSTICE2697.wav
terence cassidy,Non,HONOR,2003,2003_HONOR2146.wav
terence cassidy,Non,ARGUMENT,2003,2003_ARGUMENT1133.wav
terence cassidy,Non,HONOR,2003,2003_HONOR2147.wav
terence cassidy,Non,JUSTICE,2003,2003_JUSTICE2698.wav
terence cassidy,Non,ISSUE,2003,2003_ISSUE1239.wav
terence cassidy,Non,JUSTICE,2003,2003_JUSTICE2699.wav
terence cassidy,Non,JUSTICE,2003,2003_JUSTICE2700.wav
terence cassidy,Non,JUSTICE,2003,2003_JUSTICE2701.wav
terence cassidy,Non,JUSTICE,2003,2003_JUSTICE2702.wav
terence cassidy,Non,ISSUE,2003,2003_ISSUE1240.wav
terence cassidy,Non,GOVERNMENT,2003,2003_GOVERNMENT1388.wav
john stevens,0.28797816531883524,ISSUE,2003,2003_ISSUE1241.wav
john stevens,0.28797816531883524,GOVERNMENT,2003,2003_GOVERNMENT1389.wav
john stevens,0.28797816531883524,ARGUMENT,2003,2003_ARGUMENT1134.wav
anthony kennedy,Non,ARGUMENT,2003,2003_ARGUMENT1135.wav
anthony kennedy,Non,FEDERAL,2003,2003_FEDERAL2298.wav
anthony kennedy,Non,ARGUMENT,2003,2003_ARGUMENT1136.wav
anthony kennedy,Non,JUSTICE,2003,2003_JUSTICE2703.wav
anthony kennedy,Non,ARGUMENT,2003,2003_ARGUMENT1137.wav
ruth ginsburg,Non,ARGUMENT,2003,2003_ARGUMENT1138.wav
ruth ginsburg,Non,ARGUMENT,2003,2003_ARGUMENT1139.wav
ruth ginsburg,Non,ISSUE,2003,2003_ISSUE1242.wav
ruth ginsburg,Non,JUSTICE,2003,2003_JUSTICE2704.wav
stephen breyer,Non,CONGRESS,2003,2003_CONGRESS1820.wav
stephen breyer,Non,GOVERNMENT,2003,2003_GOVERNMENT1390.wav
william rehnquist,Non,ARGUMENT,2003,2003_ARGUMENT1140.wav
william rehnquist,Non,JUSTICE,2003,2003_JUSTICE2705.wav
william rehnquist,Non,JUSTICE,2003,2003_JUSTICE2706.wav
william rehnquist,Non,CONGRESS,2003,2003_CONGRESS1821.wav
sandra oconnor,Non,CONGRESS,2003,2003_CONGRESS1822.wav
david souter,Non,CONGRESS,2003,2003_CONGRESS1823.wav
david souter,Non,ARGUMENT,2003,2003_ARGUMENT1141.wav
antonin scalia,Non,ARGUMENT,2003,2003_ARGUMENT1142.wav
antonin scalia,Non,FEDERAL,2003,2003_FEDERAL2299.wav
antonin scalia,Non,FEDERAL,2003,2003_FEDERAL2300.wav
antonin scalia,Non,FEDERAL,2003,2003_FEDERAL2301.wav
antonin scalia,Non,FEDERAL,2003,2003_FEDERAL2302.wav
antonin scalia,Non,GOVERNMENT,2003,2003_GOVERNMENT1391.wav
antonin scalia,Non,FEDERAL,2003,2003_FEDERAL2303.wav
antonin scalia,Non,FEDERAL,2003,2003_FEDERAL2304.wav
antonin scalia,Non,FEDERAL,2003,2003_FEDERAL2305.wav
antonin scalia,Non,FEDERAL,2003,2003_FEDERAL2306.wav
antonin scalia,Non,ISSUE,2003,2003_ISSUE1243.wav
antonin scalia,Non,FEDERAL,2003,2003_FEDERAL2307.wav
antonin scalia,Non,CONGRESS,2003,2003_CONGRESS1824.wav
antonin scalia,Non,EVIDENCE,2003,2003_EVIDENCE898.wav
antonin scalia,Non,CONGRESS,2003,2003_CONGRESS1825.wav
kevin newsom,1.0,JUSTICE,2003,2003_JUSTICE2707.wav
kevin newsom,1.0,FEDERAL,2003,2003_FEDERAL2308.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1826.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1827.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1828.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1829.wav
kevin newsom,1.0,EVIDENCE,2003,2003_EVIDENCE899.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1830.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1831.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1832.wav
kevin newsom,1.0,JUSTICE,2003,2003_JUSTICE2708.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1833.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1834.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1835.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1836.wav
kevin newsom,1.0,JUSTICE,2003,2003_JUSTICE2709.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1837.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1838.wav
kevin newsom,1.0,CONGRESS,2003,2003_CONGRESS1839.wav
kevin newsom,1.0,JUSTICE,2003,2003_JUSTICE2710.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2711.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1840.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1841.wav
carter phillips,0.0,ARGUMENT,2003,2003_ARGUMENT1143.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2712.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2713.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1842.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2714.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2715.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1843.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2716.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2717.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2718.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1844.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2719.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1845.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2720.wav
carter phillips,0.0,EVIDENCE,2003,2003_EVIDENCE900.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1846.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1847.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1848.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1849.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1850.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1851.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2721.wav
carter phillips,0.0,ISSUE,2003,2003_ISSUE1244.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2722.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2723.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1852.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1853.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1854.wav
carter phillips,0.0,ISSUE,2003,2003_ISSUE1245.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1855.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1856.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1857.wav
carter phillips,0.0,ARGUMENT,2003,2003_ARGUMENT1144.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1858.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1859.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1860.wav
carter phillips,0.0,ISSUE,2003,2003_ISSUE1246.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1861.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1862.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1863.wav
carter phillips,0.0,JUSTICE,2003,2003_JUSTICE2724.wav
carter phillips,0.0,ISSUE,2003,2003_ISSUE1247.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1864.wav
carter phillips,0.0,CONGRESS,2003,2003_CONGRESS1865.wav
john stevens,0.28797816531883524,CONGRESS,2003,2003_CONGRESS1866.wav
anthony kennedy,Non,CONGRESS,2003,2003_CONGRESS1867.wav
